repo_owner,repo_name,complexity_score,success
omalam,COIS2240Assignment1,2,True
src-anolis-module,python36,2,True
Evgenii-Bazhaov,Hacktoberfest2024,1324,True
Moobbot,BTL_CSE481_CNPM,14,True
Honzapda,Honzapda_iOS,10,True
amida-tech,indaba-client,46,True
tailscale,tailetc,10,True
malerie-earle,S4-FinalSprint-FrontEnd,30,True
YixiongHao,spotify-wrapper,47,True
RogerMendez29,Group5Bookstore,3,True
opencloudos-stream,petsc,18,True
UmerFq56,CSC207-GYMULI-,23,True
railbotan,sql,4,True
engtech-projects,MAC-loans,107,True
src-openeuler,python-sphinx-tabs,8,True
src-anolis-dde,golang-gopkg-alecthomas-kingpin,4,True
PictsManager,PictsManagerFront,11,True
tailscale,ssh,44,True
src-openeuler,python-notify2,8,True
opencloudos-stream,conmon,2,True
prenda-school,prenda-school.github.io,30,True
dholliday3,ShelterMe_CS2340,22,True
erlinh,VisualNovel,16,True
is51,catan,24,True
GoodTY,9.Level-Design-System,28,True
RoboRavens,RapidReact,26,True
sydsnow,OBRN,26,True
jenkinsci,ca-mat-performance-benchmarking-by-broadcom-plugin,5,True
Multiplanetary-Innovation-Enterprise,trencher,20,True
coordinote,coordinote,46,True
Hack4Impact-UMD,Philippine-Nurses-Association-Of-America,14,True
src-anolis-os,python-nocasedict,4,True
quay,claircore,522,True
openharmony,multimedia_av_codec,18,True
algonquindesign-grads,2019,173,True
OneTachi,career_helpi,72,True
Lindsayw89,CS321_W6_Hackathon,20,True
NeilDG,GDFUNDA_Dirty,48,True
10-1-pursuit,lab-request-response-cycle-api-postman,2,True
PNV-FE-specialize-module,FE-CMS-PROJECT,26,True
InFact-coop,create-refresh,79,True
nachosoloaga,target-mvd,64,True
vinmarin1,open_access_journal_c_ui,716,True
eunjung0122,PitaPet,1,True
src-openeuler,certmonger,9,True
src-openeuler,perl-L,9,True
LionTeam-17,CaloCheck,10,True
moevm,mse_db_gen_tasks,45,True
MMM-CalendarExt2,MMM-CalendarExt2,97,True
src-anolis-os,palisade,4,True
khakaa,algorithm-study,2,True
EnginyeriaSofwareUB,ES2017B1,86,True
ClickHouse,kubernetes-event-exporter,18,True
deepset-ai,haystack-integrations,304,True
ALOHA-CLASS,MSA9_BoardApp,9,True
Dufuna-Fem,Dufuna18,10,True
mllam,neural-lam,83,True
oclif,plugin-interceptor,24,True
learn-co-students,simple-math-001-prework-web,12,True
Inteli-College,2024-1B-T02-EC10-G05,19,True
khj0998,Invaders,26,True
src-openeuler,ghc-word8,8,True
rts-cmk-wu08,hifi-corner-topg-s,34,True
PhantomHunterRS,WorkFinal,7,True
aws-samples,deploying-unreal-engine-pixel-streaming-server-on-ec2,14,True
hossa95,AsuMathLabG07,36,True
ISPP-23-24-Grupo-3,musclemate-backend,332,True
esmf-org,esmf-test-artifacts,2,True
mucsci-students,2022sp-420-AlarmSquad,13,True
HB9HIL,wavelog,45,True
StarCitizenToolBox,uptime,20,True
fe-oct22-movva,product_catalog_client,30,True
src-openeuler,python-EditorConfig,8,True
monitoria-ic-cc-ufpe,Projeto_WebDev_2019.2,588,True
nromanen,TAQC,11,True
containers,virtcontainers,186,True
TNC-NMFO,NWLAND,170,True
Allen-ISD-Computer-Science,REPO_UltimateChess_2024,98,True
Imperface,drinkon-frontend,24,True
goharbor,website,44,True
amcharts,covid-charts,4,True
openkylin,tdb,10,True
arquillian,arquillian-cube,65,True
opencloudos-stream,perl-Moo,2,True
OrangeScript,proyecto_misw4203,73,True
openeuler-competition,summer2021-83,12,True
src-openeuler,nodejs-ebnf-parser,11,True
NewsCraftNews,NewsCraft,55,True
Kenny-NISLab,openlab-2022,46,True
navadon,269103-2565-2-mid,2,True
Snu0306,Project_Olive,25,True
DataDog,postgres,58,True
Arch666Angel,mods,232,True
brandonngjh,TrainingMgmtWebApp,52,True
ferbihu,PF-GRUPAL,14,True
sbukhari17,Chi411,11,True
IFRS-Campus-Restinga,2024-1-TCC,33,True
CMU-313,spring24-nodebb-sss,202,True
coursereviews,schedule,23,True
openebs,openebs-docs,167,True
jimenanemina1,grupo_7_code_review,12,True
Pingu-Developers,InnosoftApp,69,True
Ada-C15,viewing-party,32,True
BSData,horus-heresy,87,True
SCE-UMKC,ASESP2016_Blood-Donor_TEAM-4,9,True
tc-g8,acme-explorer,42,True
shizuka12,final-tasks,5,True
src-openeuler,python-dunamai,8,True
odoo-dev,odoo,2,True
enjiawu,MAD24_P02_Team1,126,True
MCastegnaro,UA-react-to-do-list,24,True
TheBestofBest,FinalProj_BusinessBridge,34,True
bluemindhan,laonShop,52,True
group3-final-project,news_frontend,132,True
rachaelbelle,goldstar,28,True
daluas,RoomPlanner,2,True
IsacZetterstrom,Frontend-Project,18,True
TheSecretOrganization,ft_transcendence,5,True
1OS-DevTeam,TodoPang,10,True
src-anolis-os,python39,2,True
Sudhandiradhivya,ksr_newtask,54,True
alkemyTech,OT114-Server,15,True
opencloudos-stream,python-certifi,6,True
e-bing,Algorithm_study,21,True
SacOverflow,CAMEL-Services,64,True
mozilla-l10n,www.mozilla.org,448,True
HMAN1911,WDI_9_HOMEWORK,4,True
src-anolis-os,perl-Net-SMTP-SSL,2,True
team-four-ics414,voluntree,64,True
airbnb,optica,29,True
duckietown,course-RH,4,True
kulotsystems,psub-bsit3b-2023,64,True
chaeyeonS2,Duckling,32,True
opencloudos-stream,numad,6,True
yangyuebfsu,qiandao,122,True
JCristancho,GitAcademy,6,True
AlexandrPoddubnyi,command-project-js,10,True
jenkinsci,appcircle-testing-distribution-plugin,20,True
src-anolis-os,httpd,2,True
georgijbudik,project-tastytreats,34,True
IKS-cod,TW2,5,True
opencloudos-stream,plexus-containers,6,True
Alekstitula84,project_05,40,True
angelogluz,repo-aval,8,True
src-openeuler,ghc-conduit,8,True
piraeusdatastore,website,32,True
SanaBootcamp2022-23,SanaCSharp01,2,True
DemocritusLang,Democritus,343,True
1-system-group,Diary-Sample,48,True
davidgisbey,Airbnb_clone,48,True
Kiopp,Dungeon-Crawler-Game,4,True
src-anolis-ai,magma,6,True
BookLinkLab,booklink-front,38,True
Juuhva,AFP-nagy-projekt,37,True
BooksForMarcus,BookStore,24,True
cjh-19,Recall,28,True
facebook,.github,6,True
Keigo50,EventApp,52,True
netlogix,docker,34,True
CSE-210,Exercise-Buddy-App,23,True
GamesPoly,-,38,True
src-openeuler,perl-Log-Log4perl,8,True
openharmony-tpc,chromium_third_party_colorama,71,True
devcareer,team-hacknode-e-wallet-api,16,True
TToon-main,ttoon-server,6,True
radarhere,docker-images,101,True
INF16A,kochbuch-frontend,26,True
CodeYourFuture,JavaScript-Core-2-Coursework-Week1,28,True
dimpeshpanwar,javabasicprograms,313,True
KamilD90,projekt-grupa-3,15,True
IgorBulyzhenkov,team-project-react,32,True
cabinetoffice,gap-find-applicant-backend,8,True
davidkislyak,NC-Document-Online,38,True
src-openeuler,hunspell-gu,9,True
AlexBravo24Ceteq,JavaOctubre2024,42,True
Alessandro018,Eis-aQuestao,105,True
kburk1997,RelieveMe,17,True
mozilla,kanbugger,22,True
moevm,oop,60,True
opencloudos-stream,bouncycastle,4,True
cscareerhub,csch-web,26,True
opencloudos-stream,python-productmd,2,True
Leonam1212,hr-control,234,True
anct-cnum,dashboard,42,True
Tejaswini21,92R_10KCoders,44,True
t9k,user-manuals,26,True
cmangos,wotlk-db,566,True
ratnesh-maurya,Educational-Tech-Exploration,359,True
serakim1105,GEDCOM,85,True
opencloudos-stream,perl-JSON-PP,2,True
utn-app-movil,examenI-tarea5,17,True
nanshan-high-school,toi-202004-novice,4,True
EsDeSepa,GSI-2122-G04,16,True
Ada-C14,dynamic-programming,18,True
OctoNezd,oldlander,38,True
LaucataPe,edupluss,32,True
GiannettaGerardo,TicketYourTest,25,True
e1b18051,B18-Wallet,14,True
brianbryank,game-haven,25,True
hi3g,freki,30,True
Devarasen,My-Fluffy-Friend,52,True
ga-wdi-exercises,haiku,6,True
matsuda13,hfmy,16,True
CombatExtendedRWMod,CombatExtended,21,True
ReapOmen,open-media,31,True
web-Nearest-car-wash,car_wash_backend,116,True
Grsaiago,ft_transcendence,11,True
micahkatz,cs4485-tutoring-website,34,True
src-anolis-ai,python-audioread,4,True
collective-service,ifrc-gates-dashboard,61,True
Alfresco,chef-aps-core,38,True
ok-technopolis-2021,registration,2,True
MikeSIOO,kotlin-team,19,True
NiME2151,Mittelstufenprojekt,29,True
Tejas1510,Awesome-Javascript-and-React-Project,716,True
enBloc-org,arebyte-plugin-v4,23,True
Redjumpman,Jumper-Plugins,113,True
wgitw,git-study,4,True
Evolitist,Heads-x-Hands-School-2022,2,True
FancyMcPlugins,FancyNpcs,33,True
rockwiththis,rockwiththis-website,58,True
Polymap4,polymap4-p4,13,True
BYUCS452F2019,budget-control,40,True
ReshmiCode,ProductiviTree,47,True
openkylin,thunar-volman,20,True
orientechnologies,OrientDB-NET.binary,10,True
clearlinux,clear-linux-documentation,30,True
deep-dive-everything,typescript-with-react,118,True
taosdata,taos-udf,6,True
vapor,fluent-postgres-driver,6,True
avincodes,UOK-Demo,2,True
src-openeuler,python3-docs,9,True
cms-susy-soft-leptons,cmgtools-lite,11,True
Javier-Fermin,FinalChallenge-LoL,10,True
pabdelhay,paloptl,95,True
demoiselle,signer,85,True
geogreck,ics9-compilers,0,False
bitprj,people,10,True
primihub,cryptoTools,123,True
dimkr,tootik,410,True
sakshipainuly,BSC-IT-2-MID-TERM-PRACTICAL,129,True
wizelineacademy,terraform-academy,16,True
hmrc,income-tax-subscription-self-employed-frontend,28,True
SoftRyzen-internship,flora-decor,62,True
ds-ga-1007,assignment6,108,True
src-anolis-os,perl-Module-Build-Tiny,4,True
pace,cloud-sdk-capacitor-plugin,31,True
Matias-Villalobo,MarvelApp,9,True
AhmedAlmaghz,transformers,291,True
movingpictures83,PipeViz,334,True
AY2324S1-CS2103T-F10-1,tp,41,True
opencloudos-stream,p11-kit,4,True
owlprotocol,workspace-public,38,True
thaibevdevRTM,e-Act,6,True
libretro,mame2003-libretro,210,True
PawelRachwal84,ZDboar4,4,True
cartermckinnon,amazon-eks-ami,46,True
openeuler,wayca-scheduler-bench,774,True
src-openeuler,rqt_robot_plugins,9,True
ApollosProject,apollos-apps,58,True
MyElectricalData,myelectricaldata_import,106,True
HelpBerkeley,member-data,29,True
BCCN-Prog,dwd_2018,37,True
alkemyTech,OT242-Server,138,True
src-openeuler,libchewing,11,True
martirdev,monorepo,6,True
IshikawaMasato,visiontraining_2023,36,True
databricks,azure-relay-node,32,True
src-anolis-os,perl-PPIx-Utilities,2,True
src-openeuler,ghc-StateVar,8,True
flerdacodeu,CodeU-2018-Group6,2,True
kkim-hgu,oss2019spring,82,True
ez-algorithm,algorithm,46,True
zammad,zammad-documentation,108,True
bhumi1102,rails,155,True
sysdiglabs,terraform-azurerm-secure,12,True
Droids-Stock-Trader,Stock_Trader,22,True
nbcamp-archive,kkuk-ios,20,True
STih07,upmefrontend,38,True
krakenjs,anemone-lingua,8,True
nyu-software-engineering,recipe-recommender,30,True
WildCodeSchool,202302-orleans-php-project2-abeille,58,True
src-openeuler,libkperf,48,True
topcowmoo,futuristic-wound,20,True
EPFL-ENAC,ALICE-ETHZ-AREMA,66,True
TheKyleKirby,GAME-GALAXXY,34,True
KH-SIXSENSE-FINAL,KH_FINAL,0,False
src-openeuler,neo4j,11,True
opencloudos-stream,lxc,8,True
SMARTRACTECHNOLOGY,smartcosmos-devkit,42,True
minionzu,it2-2016,20,True
Angeld55,Object-oriented_programming_FMI,115,True
misk-fewd2,09_javascript_intro_hw,6,True
dutchakyuliia,alpha-team__ice-cream,20,True
wilks625,MuscleMates,16,True
ironhack-labs,lab-express-basic-auth,28,True
UW-Madison-DataScience,countries,2,True
qbcore-framework,qb-clothing,36,True
GDevelopApp,GDevelop-documentation,52,True
franciuma,SisInfInt-Grupo-C,42,True
Computing-For-All,nextjs-issue-tracker,2,True
epassaro,tardis,104,True
USGS-R,regional-hydrologic-forcings-ml,40,True
icefoganalytics,travel-authorization,85,True
Code-4-Community,speak-for-the-trees,30,True
src-openeuler,litehtml,12,True
dimatomilow,3D-Mode-team5,33,True
ADS-Gang-of-Five,warikan-roulette,22,True
AlexeyKiselyov,wallet-reactor,42,True
story-squad,tricktionary-fe,40,True
Saki-Ota,JS_practice,142,True
DeveloperPetro,city-services,22,True
grails,grails-quartz,13,True
navikt,dialogmote,128,True
src-openeuler,perl-MooseX-GlobRef,4,True
random-development,resources-monitoring-system,12,True
creechcorbin,to_be_adopted,202,True
Tech-SummerCamp,tomonhun,49,True
SU21-DevOps-Shopcart,shopcarts,49,True
GeekBrains2010,GitInstructionWorkshop_2023_12_17,4,True
AppsLab-KE,backend-everyshilling,32,True
yahoo,maha,53,True
CS3219-AY2324S1,ay2324s1-course-assessment-g25,83,True
learn-co-students,review-map-state-to-props-readme-v-000,26,True
CESNET,netopeer,59,True
CastleberryMedia,atomic-lab,57,True
learn-co-students,yield-and-return-values-v-000,8,True
src-openeuler,felix-scr-annotations,9,True
htl-leo-itp-2325-4-5BHITM,drivers,70,True
KMUTT-CampusLink,campus-server,12,True
DunaevViktor,VJV-Survey,17,True
KienTMFPL23,Website_sell_soccer_shoes_bumblebee,5,True
farrellja,URD,420,True
rust-vmm,vmm-reference,35,True
SWP391-Group5-Gemify,Gemify,34,True
src-anolis-os,texi2html,2,True
src-openeuler,urdfdom_headers,9,True
src-openeuler,xfce4-weather-plugin,9,True
src-openeuler,perl-Mail-Message,4,True
dunh-real,MockProject_112024,10,True
src-openeuler,perl-Test-Pod-Content,8,True
openai,neural-gpu,53,True
NokIkNick,SP2-WorkshopAPI-09-04-24,12,True
FeliciLab,dataLab,2,True
IF-107-Ruby,paw-patrol,76,True
CMarstonGamer,GamingCheeto,162,True
tavargas9,DishDiscovery,56,True
shentufoundation,testnet,16,True
gafu2317,AIScheduler,22,True
ryanbas21,forgerock-javascript-sdk,38,True
nus-tic4002-AY2122s2,ip,14,True
taichi-dev,rke2-aws-tf,12,True
goodrain,stack-images,38,True
simpleman19,eagleEvents,52,True
wDCat,ANRC,6,True
infinite-options,Project-Caitlin-Web,71,True
codesquad-members-2023,gaemi-marble-team-04,14,True
Ronal2710,TrabajoPW,5,True
src-openeuler,ros2_geometric_shapes,9,True
aowenmeehanwork,CapabilityViewer,42,True
nicgauthier,git-styleguide-workshop,6,True
elifatci,com.Buysellcycle_UI,4,True
Purcs3d,phishing-softhouse,23,True
DaniAm94,travel-app,73,True
Aygun2210,crm_automation,2,True
CruzHacks,cruzhacks-2021-website,52,True
src-openeuler,ukui-notebook,11,True
nickroberts404,cs373-idb,51,True
sweIhm-ws2018-19,skillproject-fr-15,31,True
AlfianKamil9,afeksi-batch-3,75,True
mykytapokasiuk,mimino-team-project,34,True
mbuvimuia,AdidasSmartRecs,43,True
Altinn,altinn-register,24,True
jap-2024-grupo2,e-mercado,258,True
RoryVaughn,VRBeerPong,52,True
Tournamanager,api,8,True
openeuler,ai-tools,4,True
codeu-su-19-team-48,team-48-codeu,5,True
GrimCo,CoopLife2,181,True
56duong,syncio-webapp,66,True
Azure,fta-azuresecurity101,10,True
daledotshan,liferay-portal,559,True
OpenVisualCloud,Immersive-Video-Sample,24,True
WilhelmusLab,ebseg,40,True
src-openeuler,rubygem-coffee-script,11,True
cyzshenzhen,GJP-tools-chrome-extension,28,True
MetaCell,c-elegans-app,2,True
CMPUT301F21T36,OldHabitsDieHard,42,True
RomanMyth,ShiftHappensMotors,79,True
src-openeuler,openstack-manila,4,True
THartmanOfTheRedwoods,Java-Lab-001,10,True
se-edu,addressbook-level2,28,True
galeslash,Aegis,20,True
gnimty,frontend-gnimty,36,True
Ensembl,ensembl-web-tools-api,25,True
alan-turing-institute,github-introduction,20,True
msoeSE,legalAidFinder,43,True
colewebb,group-8,25,True
src-openeuler,hyphen-te,9,True
OBeeNya,42_ft_transcendence,44,True
f-lab-edu,delivery-food,8,True
OpusCapita,supplier,52,True
scrowl-io,scrowl,14,True
Dcao23,TripsTogo,22,True
hunter-college-ossd-spr-2020,project-evaluation,60,True
auditplus,pg-graphql,264,True
src-openeuler,perl-constant-boolean,8,True
AlSaqr-platform,cva6,220,True
opencloudos-stream,perl-Software-License,2,True
CS3398-Rust-Buckets,S2017,68,True
opencloudos-stream,python-cccolutils,2,True
edwin-do,capstoneTeam30,26,True
anolis,linyaps,100,True
wharfkit,cli,16,True
FinalAngel,django-cms,153,True
henriksen-marcus,Moose-Gamification,6,True
COMP231W21-G3,COMP231W21_G3_PHONNECT,6,True
snu-stat,stat326_621a-2018-hw2,6,True
iTALC,italc,74,True
Zarebin,nextgen-js-4,6,True
bar-d,AlgorithmStudy,22,True
kaltura,server-native-utils,87,True
BinarCode,blog-intership,28,True
glebek2h,EHitchhiking,23,True
darenegade,BookNBlock,50,True
ShoyaSuzuki-bst,todo-list,70,True
